	elf	EIN	tax_pd	subseccd	s501c3or4947a1cd	schdbind	politicalactvtscd	lbbyingactvtscd	subjto6033cd	dnradvisedfundscd	prptyintrcvdcd	maintwrkofartcd	crcounselingqstncd	hldassetsintermpermcd	rptlndbldgeqptcd	rptinvstothsecd	rptinvstprgrelcd	rptothasstcd	rptothliabcd	sepcnsldtfinstmtcd	sepindaudfinstmtcd	inclinfinstmtcd	operateschools170cd	frgnofficecd	frgnrevexpnscd	frgngrntscd	frgnaggragrntscd	rptprofndrsngfeescd	rptincfnndrsngcd	rptincgamingcd	operatehosptlcd	hospaudfinstmtcd	rptgrntstogovtcd	rptgrntstoindvcd	rptyestocompnstncd	txexmptbndcd	invstproceedscd	maintescrwaccntcd	actonbehalfcd	engageexcessbnftcd	awarexcessbnftcd	loantofficercd	grantoofficercd	dirbusnreltdcd	fmlybusnreltdcd	servasofficercd	recvnoncashcd	recvartcd	ceaseoperationscd	sellorexchcd	ownsepentcd	reltdorgcd	intincntrlcd	orgtrnsfrcd	conduct5percentcd	compltschocd	f1096cnt	fw2gcnt	wthldngrulescd	noemplyeesw3cnt	filerqrdrtnscd	unrelbusinccd	filedf990tcd	frgnacctcd	prohibtdtxshltrcd	prtynotifyorgcd	filedf8886tcd	solicitcntrbcd	exprstmntcd	providegoodscd	notfydnrvalcd	filedf8282cd	f8282cnt	fndsrcvdcd	premiumspaidcd	filedf8899cd	filedf1098ccd	excbushldngscd	s4966distribcd	distribtodonorcd	initiationfees	grsrcptspublicuse	grsincmembers	grsincother	filedlieuf1041cd	txexmptint	qualhlthplncd	qualhlthreqmntn	qualhlthonhnd	rcvdpdtngcd	filedf720cd	totreprtabled	totcomprelatede	totestcompf	noindiv100kcnt	nocontractor100kcnt	totcntrbgfts	prgmservcode2acd	totrev2acola	prgmservcode2bcd	totrev2bcola	prgmservcode2ccd	totrev2ccola	prgmservcode2dcd	totrev2dcola	prgmservcode2ecd	totrev2ecola	totrev2fcola	totprgmrevnue	invstmntinc	txexmptbndsproceeds	royaltsinc	grsrntsreal	grsrntsprsnl	rntlexpnsreal	rntlexpnsprsnl	rntlincreal	rntlincprsnl	netrntlinc	grsalesecur	grsalesothr	cstbasisecur	cstbasisothr	gnlsecur	gnlsothr	netgnls	grsincfndrsng	lessdirfndrsng	netincfndrsng	grsincgaming	lessdirgaming	netincgaming	grsalesinvent	lesscstofgoods	netincsales	miscrev11acd	miscrevtota	miscrev11bcd	miscrevtot11b	miscrev11ccd	miscrevtot11c	miscrevtot11d	miscrevtot11e	totrevenue	grntstogovt	grnsttoindiv	grntstofrgngovt	benifitsmembrs	compnsatncurrofcr	compnsatnandothr	othrsalwages	pensionplancontrb	othremplyeebenef	payrolltx	feesforsrvcmgmt	legalfees	accntingfees	feesforsrvclobby	profndraising	feesforsrvcinvstmgmt	feesforsrvcothr	advrtpromo	officexpns	infotech	royaltsexpns	occupancy	travel	travelofpublicoffcl	converconventmtng	interestamt	pymtoaffiliates	deprcatndepletn	insurance	othrexpnsa	othrexpnsb	othrexpnsc	othrexpnsd	othrexpnse	othrexpnsf	totfuncexpns	nonintcashend	svngstempinvend	pldgegrntrcvblend	accntsrcvblend	currfrmrcvblend	rcvbldisqualend	notesloansrcvblend	invntriesalesend	prepaidexpnsend	lndbldgsequipend	invstmntsend	invstmntsothrend	invstmntsprgmend	intangibleassetsend	othrassetsend	totassetsend	accntspayableend	grntspayableend	deferedrevnuend	txexmptbndsend	escrwaccntliabend	paybletoffcrsend	secrdmrtgsend	unsecurednotesend	othrliabend	totliabend	unrstrctnetasstsend	temprstrctnetasstsend	permrstrctnetasstsend	capitalstktrstend	paidinsurplusend	retainedearnend	totnetassetend	totnetliabastend	nonpfrea	totnooforgscnt	totsupport	gftgrntsrcvd170	txrevnuelevied170	srvcsval170	pubsuppsubtot170	exceeds2pct170	pubsupplesspct170	samepubsuppsubtot170	grsinc170	netincunreltd170	othrinc170	totsupp170	grsrcptsrelated170	totgftgrntrcvd509	grsrcptsadmissn509	grsrcptsactivities509	txrevnuelevied509	srvcsval509	pubsuppsubtot509	rcvdfrmdisqualsub509	exceeds1pct509	subtotpub509	pubsupplesub509	samepubsuppsubtot509	grsinc509	unreltxincls511tx509	subtotsuppinc509	netincunrelatd509	othrinc509	totsupp509
172055	Y	161385680	201509	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	2	0	Y	15	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	64224	802402	0	0	0	81030	541712	620506	541712	7800	0	0	0	0	0	0	0	628306	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541700	38126	541700	14349	5	1200	0	53675	763869	0	0	0	0	64224	0	257402	0	0	28569	0	4320	2309	0	0	0	277202	849	3657	0	0	0	11596	0	403	0	0	15390	8085	44958	14350	11914	8367	0	7520	761115	78686	483167	0	126360	0	0	0	0	4662	39880	0	0	0	0	0	732755	29625	0	427778	0	0	0	0	0	0	457403	275352	0	0	0	0	0	275352	732755	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172238	Y	860622181	201509	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	8	0	Y	27	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	96114	0	4736	0	0	3200	0	755529	0	0	0	0	0	0	0	0	0	755529	48058	0	0	0	0	0	0	0	0	0	554491	0	556090	0	-1599	0	-1599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805188	0	0	0	0	79002	0	404891	6654	12370	51445	0	2192	19418	0	0	0	12302	0	14075	0	0	0	37999	0	0	0	0	0	9209	204079	35908	18006	17213	0	8447	933210	73439	119954	110792	0	0	0	0	0	11116	0	1861261	0	0	0	8747	2185309	87578	0	17970	0	0	0	0	0	0	105548	2076944	2817	0	0	0	0	2079761	2185309	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172504	Y	562415567	201512	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	3	0	Y	4	Y	N	N	N	N	N	N	N	N	Y	Y	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	60325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73926	11670	62256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122581	23454	0	0	0	0	0	117233	0	0	8968	0	13050	975	0	0	0	195	0	2524	4716	0	269	8140	0	550	0	0	956	0	2299	1050	0	0	0	0	184379	29333	0	0	0	0	0	0	0	0	1928	0	0	0	0	0	31261	0	0	0	0	0	0	0	0	1142	1142	30119	0	0	0	0	0	30119	31261	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172995	Y	480958587	201512	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	Y	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	4281	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72834	39162	33672	0	0	0	0	0	0	0	0	38115	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	324	0	1545	0	0	0	203	1745	4656	5	0	0	21128	29756	80030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80030	80030	80030	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173265	Y	951911180	201506	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	79	0	Y	123	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	295179	0	31823	2	0	4012212	0	3006666	0	0	0	0	0	0	0	0	0	3006666	173068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7191946	0	0	0	0	327002	0	3018609	0	656461	247074	0	18022	20174	0	0	0	0	0	0	0	0	0	90634	0	10950	0	0	85984	54396	922257	433949	220020	120616	0	298383	6524531	287246	894979	329653	246941	0	0	0	201291	28994	562229	4907931	0	0	0	0	7459264	482022	0	0	0	0	0	0	0	47066	529088	5956033	974143	0	0	0	0	6930176	7459264	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173406	Y	990312283	201512	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y	Y	Y	N	N	N	N	Y	N	N	N	N	N	N	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	7	0	N	29	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	598670	0	101992	3	0	2556352	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2556602	139428	0	37591	0	317048	0	1053680	77573	72254	291111	339604	0	37803	0	0	0	0	0	44336	0	0	9159	53344	0	4748	488	0	14344	8814	12069	8958	2479	0	0	0	2524831	447642	0	352129	0	0	0	0	0	3053	7720	0	0	0	0	0	810544	189362	0	260428	0	0	0	0	0	1098	450888	313702	45954	0	0	0	0	359656	810544	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174193	Y	411729369	201512	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	785	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810	334	9710	0	250	0	0	0	0	0	0	0	0	0	0	0	10294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10294	10294	10294	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174215	Y	611144514	201512	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	6	0	Y	18	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	35706	0	0	0	0	806	621500	703269	0	0	0	0	0	0	0	0	0	703269	1904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705979	0	0	0	0	35706	0	214445	0	0	20861	0	0	1075	0	0	0	52045	30	1675	0	0	0	8570	0	26516	0	0	0	1940	183483	18526	3475	2831	0	120	571298	526077	152000	53137	0	0	0	0	0	2078	0	0	0	0	0	0	733292	21853	0	0	0	0	0	0	0	0	21853	711439	0	0	0	0	0	711439	733292	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176311	Y	880250268	201509	3	Y	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	13	0	Y	8	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	58901	581992	0	0	0	1377	541700	448886	0	0	0	0	0	0	0	0	0	448886	4977	0	0	0	0	0	0	0	0	0	0	0	0	230	0	-230	-230	0	0	0	0	0	0	0	0	0	900099	1294	0	0	0	0	0	1294	456304	0	0	0	0	56830	0	279226	0	0	26571	0	1870	13400	0	0	0	0	0	2951	0	0	0	11645	0	5045	0	0	968	12513	29134	5535	2779	0	0	0	448467	230249	0	53335	0	0	0	0	0	0	2420	0	302000	0	0	1499	589503	12994	0	0	0	0	0	0	0	0	12994	561039	15470	0	0	0	0	576509	589503	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177726	Y	133020943	201506	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	Y	Y	N	Y	Y	N	N	N	Y	N	Y	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	Y	26	0	N	6	Y	N	N	N	N	N	N	N	N	Y	Y	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	390000	0	0	1	0	2302187	0	0	0	0	0	0	0	0	0	0	0	0	5328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	824208	824208	0	0	0	0	0	0	0	900001	188	0	0	0	0	0	188	2307703	1631298	0	16500	0	407500	0	465566	0	0	0	0	9382	57636	0	0	0	30248	0	31818	0	0	106781	6698	0	28664	0	0	2789	12875	27453	27318	23265	5974	0	0	2891765	75	1154761	382831	0	0	0	0	0	123207	0	0	14214	0	0	0	1675088	278918	470000	215050	0	0	0	0	0	0	963968	-18262	729382	0	0	0	0	711120	1675088	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178873	Y	954560786	201508	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	687824	54828	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	79072	0	14908	6920	58629	0	0	0	0	0	1885	0	256	0	0	0	0	0	4073	0	0	0	0	1887	1533	0	0	0	0	169163	17554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17554	2141	0	0	0	0	0	0	0	1408685	1410826	-1393272	0	0	0	0	0	-1393272	17554	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178903	Y	956060177	201511	3	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	4	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	20000	0	0	0	2	422414	0	0	0	0	0	0	0	0	0	0	0	0	563	0	0	0	0	0	0	0	0	0	324609	0	130875	0	193734	0	193734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616711	50000	0	0	0	0	0	20000	0	0	0	0	337040	3400	0	0	150	210	0	0	0	0	0	0	0	0	0	0	0	0	850	173	146	70	0	173	412212	124838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124838	124838	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179184	Y	223062460	201512	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	1	0	Y	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	65554	0	0	0	0	20000	0	158074	0	0	0	0	0	0	0	0	0	158074	744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178818	0	0	0	0	0	0	0	0	0	0	65554	0	3300	0	0	0	0	0	0	0	0	0	0	0	84049	636	0	0	0	85	3000	2129	3692	0	0	162445	185839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185839	0	0	0	0	0	0	0	0	0	0	185839	0	0	0	0	185839	185839	185839	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179718	Y	742077762	201511	3	Y	N	N	N	N	N	N	N	N	N	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63346	29734	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	6586	0	0	0	0	0	0	0	0	0	0	0	0	0	45	13	0	0	0	0	38778	25976	9018	0	0	0	0	0	0	0	1352	577704	0	598802	0	0	1212852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1212852	1212852	1212852	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180496	Y	611222684	201512	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0	N	5	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	340834	621500	327977	0	0	0	0	0	0	0	0	0	327977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	668811	499482	0	0	0	74851	0	0	0	0	5770	0	215	1225	0	0	0	0	0	0	0	0	0	21214	0	0	0	0	0	339	3000	460	0	0	0	0	606556	368889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368889	3814	0	0	0	0	0	0	0	0	3814	365075	0	0	0	0	0	365075	368889	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182076	Y	311347969	201509	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	11	0	Y	29	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	124990	0	6484	1	0	1566553	0	0	0	0	0	0	0	0	0	0	0	0	3685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900099	4	0	0	0	0	0	4	1570242	0	0	0	0	124990	0	897581	0	57921	70263	0	0	0	0	0	0	40436	8600	30021	7841	0	10353	31690	0	56304	0	0	7600	5891	86785	23369	15113	11173	0	21199	1507130	590	1486336	0	249512	0	0	0	0	0	26679	0	0	0	0	0	1763117	235837	0	0	0	0	0	0	0	0	235837	1527280	0	0	0	0	0	1527280	1763117	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182742	Y	232536726	201506	3	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	740496	0	0	0	0	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900099	100	0	0	0	0	0	100	741016	648536	0	0	0	0	0	0	0	0	0	0	0	23442	0	0	0	0	1500	0	0	0	0	41060	0	13618	0	0	0	0	5913	0	0	0	0	0	734069	0	470317	0	0	0	0	0	0	0	0	0	0	0	0	0	470317	0	0	0	0	0	0	0	0	0	0	0	0	0	470317	0	0	470317	470317	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183034	Y	431624664	201509	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	0	0	N	17	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	30000	1243500	122167	0	0	100	0	610202	0	0	0	0	0	0	0	0	0	610202	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2860	0	0	0	0	0	2860	613627	0	0	0	0	30000	0	428844	0	8638	38409	0	4861	25448	0	0	0	3246	0	8850	699	0	0	3718	0	165	0	0	0	2573	105529	7428	0	0	0	0	668408	242837	0	0	81768	0	0	0	0	1852	0	0	0	0	0	0	326457	57618	0	0	0	0	0	0	0	0	57618	268839	0	0	0	0	0	268839	326457	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183985	Y	330305099	201509	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	6	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	712638	690269	41241	5	0	3943650	0	0	0	0	0	0	0	0	0	0	0	0	46866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1349	0	0	0	0	0	1349	3991865	0	0	0	0	194639	0	0	0	0	0	0	7726	26790	0	0	0	23125	0	15968	0	0	18600	75698	0	0	0	0	31422	11368	3336155	140530	126926	95620	0	116598	4221165	0	1266006	389698	0	0	0	0	0	6400	127026	0	0	0	0	5556846	7345976	283739	183062	0	0	0	0	0	0	12928	479729	6866247	0	0	0	0	0	6866247	7345976	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184089	Y	113330697	201512	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	N	0	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	750	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	1202	189797	124754	0	0	0	0	0	0	0	0	0	0	0	0	0	314551	750	0	0	0	0	0	0	0	0	750	313801	0	0	0	0	0	313801	314551	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184883	Y	561655431	201509	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	14	0	Y	42	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	71602	1685858	8790	0	0	2925	541700	2174998	541700	466904	541700	506	0	0	0	0	0	2642408	15462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660795	0	0	0	0	86437	0	1251845	0	98197	110590	0	4740	21500	0	0	0	335714	906	41262	960	0	14931	88794	0	20982	0	0	0	13626	606624	154878	82056	0	0	24631	2958673	325178	2975000	0	286786	0	0	0	0	11584	0	0	0	0	0	4957	3603505	408713	0	146341	0	0	0	0	0	0	555054	3045716	2735	0	0	0	0	3048451	3603505	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185273	Y	710503193	201512	6	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	1	0	Y	0	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	8700	0	0	0	0	21153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21153	0	0	0	0	0	0	8700	0	0	0	0	0	0	0	0	0	0	0	2749	0	0	0	1820	0	0	0	0	0	1021	350	7600	500	200	0	0	22940	52846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52846	0	0	0	0	0	0	0	0	0	0	52846	0	0	0	0	0	52846	52846	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
